sigma2,tau,c2,eta,active_size
0.465109378114731,0.00174501507108542,10.7873560790646,0.0651965117296171,212
0.464726982745668,0.00174837183434031,8.75973956874154,0.0749827149691747,212
0.461239943856323,0.00174891955957527,6.92424194054122,0.066114277721262,207
0.458944739744265,0.00175281220924852,12.3002886037978,0.0715730895046919,209
0.455561372119583,0.00175188398135254,7.77965545514993,0.0703097209887328,210
0.446986908689401,0.00176045068378517,9.7288241350932,0.0640428254838737,211
0.444137076856546,0.00176363748972686,5.89427811520961,0.0719501811602595,208
0.436977401168968,0.00177121430167431,7.06497363070958,0.0728856973660623,212
0.435106948886213,0.00177472479770296,7.91226726207702,0.077437559083491,210
0.432606210848094,0.00178226411516283,13.6783031636517,0.0723358388642543,210
0.42948508925827,0.00178295550973217,15.3734645143974,0.0770334459428093,211
